PId,Pname,PCategory,QtySold,Price,Amount,Country
OM-59,Tshirt3,Tshirts,7,2133.623,14935.361,Oman
OM-60,Jeans6,Jeans,4,2241.273,8965.092,Oman
OM-62,Tshirt5,Tshirts,8,1935.5470000000003,15484.376000000002,Oman
OM-64,Perfume6,Perfumes,4,3022.812,12091.248,Oman
OM-65,Bottle1,Water bottles,10,1532.9360000000001,15329.36,Oman
OM-66,Bottle5,Water bottles,3,2923.7740000000003,8771.322,Oman
OM-67,Shoes3,Shoes,2,2456.5730000000003,4913.146000000001,Oman
OM-68,Shoes4,Shoes,6,1763.307,10579.842,Oman
OM-69,Shoes1,Shoes,6,3104.626,18627.756,Oman
OM-70,Shoes2,Shoes,8,3074.484,24595.872,Oman
OM-71,Phone2,Smart Phone,2,1558.7720000000002,3117.5440000000003,Oman
OM-72,Jeans5,Jeans,8,2596.518,20772.144,Oman
OM-74,Phone2,Smart Phone,1,2990.5170000000003,2990.5170000000003,Oman
OM-75,Shoes2,Shoes,7,2340.311,16382.177000000001,Oman
OM-77,Bottle4,Water bottles,9,2994.8230000000003,26953.407000000003,Oman
OM-78,Bottle3,Water bottles,2,1961.383,3922.766,Oman
OM-79,Shoes1,Shoes,5,2473.797,12368.985,Oman
OM-80,Tshirt4,Tshirts,5,2559.9170000000004,12799.585000000003,Oman
OM-81,Bottle6,Water bottles,2,2904.3970000000004,5808.794000000001,Oman
OM-83,Jeans4,Jeans,9,2465.185,22186.665,Oman
OM-85,Tshirt4,Tshirts,9,2129.3170000000005,19163.853000000003,Oman
OM-87,Jeans4,Jeans,8,2945.304,23562.432,Oman
OM-89,Shoes1,Shoes,3,2813.971,8441.913,Oman
OM-90,Tshirt1,Tshirts,10,1696.564,16965.64,Oman
OM-91,Phone3,Smart Phone,7,1886.028,13202.196,Oman
OM-92,Perfume5,Perfumes,4,2684.791,10739.164,Oman
OM-93,Shoes1,Shoes,3,2671.873,8015.619000000001,Oman
OM-95,Tshirt6,Tshirts,3,1326.248,3978.744,Oman
OM-96,Tshirt1,Tshirts,2,2579.2940000000003,5158.588000000001,Oman
OM-97,Shoes4,Shoes,8,2553.458,20427.664,Oman
OM-98,Bottle3,Water bottles,7,1731.012,12117.083999999999,Oman
OM-99,Bottle1,Water bottles,8,2409.207,19273.656,Oman
OM-100,Shoes3,Shoes,9,1724.553,15520.977,Oman
OM-101,Perfume1,Perfumes,9,2217.59,19958.31,Oman
OM-102,Bottle6,Water bottles,1,1649.198,1649.198,Oman
OM-104,Bottle3,Water bottles,7,1752.5420000000001,12267.794000000002,Oman
OM-105,Phone1,Smart Phone,1,2975.4460000000004,2975.4460000000004,Oman
OM-106,Tshirt4,Tshirts,2,2921.621,5843.242,Oman
OM-107,Perfume5,Perfumes,4,2652.496,10609.984,Oman
OM-108,Jeans1,Jeans,2,1726.706,3453.412,Oman
OM-109,Jeans4,Jeans,2,2153.0,4306.0,Oman
OM-110,Phone2,Smart Phone,10,2122.858,21228.58,Oman
OM-111,Jeans4,Jeans,6,3068.025,18408.15,Oman
OM-112,Jeans1,Jeans,1,1806.3670000000002,1806.3670000000002,Oman
OM-113,Phone4,Smart Phone,6,1696.564,10179.384,Oman
OM-114,Jeans6,Jeans,3,2346.77,7040.3099999999995,Oman
OM-115,Jeans1,Jeans,9,2185.295,19667.655,Oman
OM-116,Perfume4,Perfumes,5,1324.0950000000003,6620.475000000001,Oman
OM-117,Jeans2,Jeans,10,1700.8700000000001,17008.7,Oman
OM-119,Phone6,Smart Phone,1,2069.033,2069.033,Oman
OM-120,Bottle1,Water bottles,4,1446.816,5787.264,Oman
OM-121,Bottle6,Water bottles,4,1537.242,6148.968,Oman
OM-123,Phone5,Smart Phone,1,3070.1780000000003,3070.1780000000003,Oman
OM-124,Jeans6,Jeans,6,2435.043,14610.258000000002,Oman
OM-125,Tshirt6,Tshirts,6,2260.65,13563.900000000001,Oman
OM-126,Shoes6,Shoes,9,2342.4640000000004,21082.176000000003,Oman
OM-127,Bottle1,Water bottles,6,2633.119,15798.714,Oman
OM-128,Bottle3,Water bottles,2,1991.525,3983.05,Oman
OM-129,Tshirt3,Tshirts,9,2577.141,23194.269,Oman
OM-130,Jeans2,Jeans,4,2277.8740000000003,9111.496000000001,Oman
OM-131,Bottle5,Water bottles,4,2665.414,10661.656,Oman
OM-132,Shoes3,Shoes,9,2531.928,22787.352,Oman
OM-133,Tshirt3,Tshirts,8,2206.8250000000003,17654.600000000002,Oman
OM-134,Phone6,Smart Phone,9,2930.233,26372.097,Oman
OM-135,Shoes6,Shoes,2,1638.4330000000002,3276.8660000000004,Oman
OM-136,Tshirt1,Tshirts,3,1821.4380000000003,5464.314000000001,Oman
OM-137,Tshirt2,Tshirts,3,2198.213,6594.639000000001,Oman
OM-141,Perfume6,Perfumes,10,1920.476,19204.760000000002,Oman
OM-142,Shoes4,Shoes,9,2824.736,25422.624,Oman
OM-143,Shoes5,Shoes,5,1608.291,8041.455,Oman
OM-144,Phone3,Smart Phone,1,1567.3840000000002,1567.3840000000002,Oman
OM-145,Jeans5,Jeans,9,1814.979,16334.811,Oman
OM-146,Bottle6,Water bottles,3,1588.914,4766.742,Oman
OM-147,Shoes5,Shoes,5,1967.8420000000003,9839.210000000001,Oman
OM-148,Bottle1,Water bottles,6,1565.231,9391.386,Oman
OM-149,Jeans5,Jeans,1,2032.432,2032.432,Oman
OM-150,Jeans4,Jeans,3,1304.718,3914.1540000000005,Oman
OM-151,Perfume3,Perfumes,5,2157.306,10786.53,Oman
OM-152,Perfume6,Perfumes,10,2620.201,26202.010000000002,Oman
OM-153,Shoes6,Shoes,8,2932.386,23459.088,Oman
OM-154,Perfume1,Perfumes,7,2417.8190000000004,16924.733000000004,Oman
OM-155,Shoes1,Shoes,10,2460.879,24608.79,Oman
OM-156,Jeans3,Jeans,2,2273.568,4547.136,Oman
OM-157,Bottle1,Water bottles,7,1649.198,11544.386,Oman
OM-158,Perfume5,Perfumes,6,2019.5140000000004,12117.084000000003,Oman
OM-159,Phone3,Smart Phone,1,1812.826,1812.826,Oman
OM-160,Phone5,Smart Phone,8,2643.884,21151.072,Oman
OM-161,Phone3,Smart Phone,7,2620.201,18341.407,Oman
OM-162,Perfume5,Perfumes,4,1847.2740000000001,7389.0960000000005,Oman
OM-163,Perfume3,Perfumes,10,2669.7200000000003,26697.200000000004,Oman
OM-164,Phone6,Smart Phone,7,1614.75,11303.25,Oman
OM-165,Perfume2,Perfumes,7,1823.5910000000001,12765.137,Oman
OM-166,Shoes5,Shoes,9,2639.578,23756.202,Oman
OM-167,Tshirt2,Tshirts,8,1522.171,12177.368,Oman
OM-168,Shoes4,Shoes,4,1347.778,5391.112,Oman
OM-169,Phone1,Smart Phone,6,2351.076,14106.456,Oman
OM-170,Shoes6,Shoes,2,1974.3010000000002,3948.6020000000003,Oman
OM-171,Tshirt3,Tshirts,1,1563.078,1563.078,Oman
OM-172,Bottle2,Water bottles,1,1791.296,1791.296,Oman
OM-173,Shoes1,Shoes,9,2456.5730000000003,22109.157000000003,Oman
OM-174,Jeans6,Jeans,2,2383.371,4766.742,Oman
OM-175,Shoes3,Shoes,5,1789.1430000000003,8945.715000000002,Oman
OM-177,Perfume3,Perfumes,8,2045.3500000000001,16362.800000000001,Oman
OM-178,Jeans1,Jeans,9,1698.717,15288.453000000001,Oman
OM-179,Perfume5,Perfumes,9,2833.348,25500.131999999998,Oman
OM-180,Bottle1,Water bottles,2,1509.253,3018.506,Oman
OM-181,Tshirt4,Tshirts,6,1550.16,9300.960000000001,Oman
OM-182,Perfume5,Perfumes,6,1610.4440000000002,9662.664,Oman
OM-183,Bottle1,Water bottles,3,2546.9990000000003,7640.997000000001,Oman
OM-184,Jeans2,Jeans,7,2551.305,17859.135,Oman
OM-185,Tshirt1,Tshirts,7,1373.614,9615.298,Oman
OM-186,Bottle5,Water bottles,8,1513.5590000000002,12108.472000000002,Oman
OM-187,Tshirt3,Tshirts,2,2717.086,5434.172,Oman
OM-189,Jeans6,Jeans,10,1929.0880000000002,19290.88,Oman
OM-190,Perfume6,Perfumes,9,2331.699,20985.291,Oman
OM-191,Perfume1,Perfumes,4,3048.648,12194.592,Oman
OM-192,Perfume1,Perfumes,2,2975.4460000000004,5950.892000000001,Oman
OM-193,Bottle4,Water bottles,10,1634.127,16341.27,Oman
OM-194,Tshirt2,Tshirts,7,2066.88,14468.16,Oman
OM-195,Phone1,Smart Phone,6,1522.171,9133.026,Oman
OM-197,Shoes4,Shoes,5,2127.164,10635.820000000002,Oman
OM-198,Bottle4,Water bottles,7,1823.5910000000001,12765.137,Oman
OM-199,Jeans1,Jeans,8,3001.282,24010.256,Oman
OM-200,Tshirt6,Tshirts,2,2017.3609999999999,4034.7219999999998,Oman
